sentimen,Tweet
0,Katanya Vaksinnya ud ratusan juta yg ada di Indonesia Tp ko proses Vaksinnya lama Ga bisa ya 1 hari dseluruh Indonesia d vaksin 500 rbu org?
2,VAKSIN MULU TPI DILARANG BUAT MUDIK UTK KETEMU KELUARGA
1,Mudahan Corona cepat musnah Dn kapan anak sekolah mau di faksin semua jadi para orang tua masih ga tenang anak belum di faksin
2,pada vaksin yang covid tetep aja naik
2,gak bakalan abis covid disini orang vaksin nya ajah gak laku kalo vaksin nya laku keras baru dah covid ilang
0,Kuncinya untuk masyarakat Indonesia untuk menghindari covid 19 yaitu  DISIPLIN ..
2,Kerjaan aja macettan ..pakek mau bayar faksin..mending buat makan biar gak mati kelaparan
2,Selama ada anggaran utk corona pandemi tak kan berakhir....
0,Bro sdh di vaksinasi?
0,Mau tanya sayakan udah divaksin dua kali   gimana yah caranya biar bisa mendapatkan sertifikat Vaksinasi
2,Data dari mana.... pembohong saya mau vaksin aja di persulit haizzzz.....
2,Di luar sana warganya mati2 an nolak vaksin. Di Indonesia malah kegirangan. Heran dahhh.
1,Bagaimana cara daftarnya ? Dan di mana ? Apakah bisa menerima vaksin anti covid 19 di luar wilayah domisili / KTP ?
2,Tayai aja Mentri kesehata makek masker menjamin tidak gak terpapar apa yg saat ini gembor2 Jangan membatasi ruang gerka dengan kebijakan2 yg gak bisa masuk akal budi pekerti
0,Ya Allah lindungi semua warga Indonesia dari pandemi ini..semoga cepat berlalu virus Corona ttp jaga protokol kesehatan  jangan diremehkan..sll pakai masker jangan sungkan2 cuci tangan hindari kerumunan kita harus optimis..Indonesia bersih Indonesia sehat Aamiin ya Robbal Aalamiin
0,Kok bisa lebih dari 100 % yang sudah divaksin pertama? Berarti datanya salah.
0,Pemerintah sudah berusaha semaksimal mungkin memutus mata rantai virus bahkan sampai geram menangani pandemi ini...Tinggal kitanya sebagai masyarakat mari kita bantu pemerintah kita. Jangan saling menyalahkan! Dimulai dari diri kita sendiri jaga kesehatan 
0,Ttap semangat para medis. Di luar sana masih byak yg mendukung mu ABAI kan saja yg bersuara sumbang  JADI kan itu penyemangat dlm tugas demi NKRI JGN perna menyerah selama hidup dlm kebenaran terkecuali Allah merubah nya. SMG pendemi ini cpt berllu AGAR semua warga negara dpt braktifitas lagi Aamiinn  SLM sehat peduli semua because of ALLAH Sehat INDONESIA KU Sehat all Country
1,Kapan ya vaksinasi di kota tebing tinggi Sumut diadakan?
0,Semangat Pagi Dan Tetap Semangat...Semoga Semuanya Selalu Sehat dan Bahagia Aamiin........
0,"Terima kasi para medis,dokter,yg rela berjuang,untuk menyembuhkan masarakat,indonesia yg terkena penyakit,korona semoga lekas sembuh,dan bisa berkerja kembali?"
0,"Vaksinasi untuk lansia masih jauh dari target: Vaksinasi 1 = 2.450.582 (11,37%) Vaksinasi 2 = 1.390.926 (6,45%)."
2,Vaksin gratis nakes nya yg bayar
2,Alhamdulillah sehaaattt....abdet covid trus.sengaja biar kita gk bisa mudik..covid di jadikan alasan.. menyusahkan orang miskin.
2,Kalau dipikir media yang nyiarin vaksin manjur. Media juga yang nyiarin vaksin nggak manjur.. opo karepe cak cak....
2,Berpikir dengan akal sehat vaksin bukan solusi. Jika tidak divaksin beresiko terpapar covid ! Jika divaksin masih beresiko terpapar covid dan bisa jadi kena efek dari vaksin atau KIPI. Bahkan ada yang sampai meninggal ! Jadi kalau mau tetep selamat bukan vaksin tapi memperkuat imun tubuh. Aneh nya Vaksin yang jelas2 mengandung babi saja bisa dihalalkan dengan alasan kedaruratan? Jangan menakut2i masyarakat dengan kebohongan pandemi ini masyarakat baik2 saja. Yang membuat tidak baik adalah kebijakan2 tidak jelas yang membuat rakyat makin susah. Covid tak lebih dari bisnis yang akhirnya menguntungkan kelompok tertentu dengan menjual berbagai alat2 test covid obat dan vaksin.
2,Ada yang bilang... Alhamdulillah sudah vaksin kedua... Bahkan sdh vaksin ketiga.... Jadi tuntasnya vaksin episod yang keberapa ya??
0,Banyak Lansia dimasa Pandemi ini yg tinggal menyatu (extended family) bersama anaknya diluar kota Namun sayangnya semua Puskesmas menolak memberikan Vaksin.. dgn Alasan e-KTP tdk domisili setempat.. Aturan ini menghambat Target..
0,mari kita dukung dan sukseskan ikhtiar bangsa ini demi mencegah serta tetap patuhi protokol kesehatan yaitu 5m sayangi diri anda serta keluarga dan keluarga   
2,Apa klo udah di vaksin akan ilang
1,Terima kasih saya adalah lansia sudah di vaksin tahap pertama semoga bisa menjalankan prokes dan menunggu jadwal vaksin tahap ke dua
0,Selalu mendukung upaya pemerintah.untuk mengatasi wabak covid 19
1,Saya sudah vaksin tahap 2 tapi belum ada sertifikatnya
1,"Saya selesai vaksin 1 (8/3) dan kedua(6/4),saya bertanya apakah sertifikat selesai vaksin covit 19 diberikan kepada penerima vaksin 1&2.sesuai aturan yg dijadwalkan.? Kalau ada bagaimana caranya bahwa saya sdh divaksin. Terima kasih."
1,Utk usia produktif / pekerja kapan jadwal vaksin nya ya? Utk wilayah kota Bogor.
0,Tapi kok knp masih banyak yang positif
2,Deritanya covid cuma berdampak di rakyat kecil... tp suatu keuntungan buat org teratas... ayo coba bertukar posisi brapa menit kalian sanggup diposisi org tdk mampu...
2,Jangan semangat dan tetap berfikir negatif agar Corona merasa diabaikan sehingga menghilang dengan sendirinya
0,Help perjelas ini cara bacanya. Kolom kiri kan jumlah penerima vaksin. Kolom tengah seharusnya ga melebihi 100% kan? Karena jumlahnya mestinya sama kaya di kolom kiri
2,Mengapa berita COVID 19....... masih di besar besarkan oleh pihak terkait....karena sumber uang bagi para CORONA ( CORRUPTOR ORGANISATION RACE OF NATION ADMINISTRATION ) untuk menggerogoti     ....uang negara yang di legalkan
0,Terimakasih atas segala usaha yang dilakukan oleh Pemerintah untuk melindungi semua masyarakat Indonesia yang saat ini masih dilanda wabah Covid-19. Semoga semua yang diusahakan berjalan lancar tanpa ada halangan yang dikehendakinya sampai benar benar pelaksanaan Vaksinasi Covid-19 untuk seluruh Rakyat Indonesia selesai sesuai dengan harapan. Amiin.    
0,100 juta warga India sudah di vaksin....tapi bandel...persis Indonesia Update lagi dong penularan Covid versi India
0,Berarti sekitar 230 jutaan yang belum di vaksin karena Penduduk Indonesia tahun 2021 sekitar 271 juta lebih.
1,Untuk rakyat biasa (yg bukan kategori yg tertulis di atas) kapan nich.... Sy pingin secepatnya dpt vaksin
0,Tetap semangat dan berpikir positif banyak berdoa semoga pandemi ini cepat berakhir...terutama buat para medis pengorbanan kalian begitu luar biasa dan berjasa berada di garda paling depan semoga Allah selalu melindungi kalian amin  
0,Kenapa ya saudara saya yang pegawai negeri sudah vaksin 2x tapi masih bisa terkena covid 19
0,"Pemerintah bersama tim kesehatan berjuang terus melawan covid 19 dengan melaksanakan vaksin setelah seluruh aparatur pemerintah dan semua tim kesehatan berhasil di vaksin,setelah semua berhasil sekarang di tim lain memperketet bahkan melarang keras untuk mudik padahal semua sudah melaksanakan protokol kesehatan,di manakah kekuatan vaksin itu?,mengapa orang orang yg sudah di vaksin dan terus mengikuti protokol kesehatan masih takut covid 19 ? Silahkan anda berpikir positif"
2,Dampak nya??? Menekan penyebaran Corona GK? Coba buka data penyebaran juga dong di bandingkan  efektif GK? Atau cmn sekedar proyek?
2,G btuh vaksin
2,Udah vaksin masih ndak boleh mudik??
2,KALO UDAH DI VAKSIN TERUS MASIH KENA REAKTIF ITU YANG SALAH SIAPA TOLONG DI JAWAB 
1,"Kami masyarakat umum ingin juga cepat cepat di vaksin,tapi kelihatan nya lambat ya"
2,Vaksin? Ternyata masih banyak orang bodoh.
1,Kementerian Kesehatan RI  Petugas publik harus lebih didorong untuk segera mendaftarkan vaksinasi..
1,Bgaimana prosedur vaksin utk lansia?
2,Indikasi penyalahgunaan makin terlihat jumlah nakes penerima vaksin membengkak. ini wajar karena di lapangan sering saya dengar orang2 dengan latar belakang swasta dan dekat penguasa baik daerah maupun pusat adh mendapatkan jatah vaksin. Mungkin mereka didata sebagai nakes..
1,semoga vaksinasi covid-19 berjalan lancar merata pada warga yg membutuhkan mendahulukan yg semestinya salam sehat untuk kita semua
2,jadi gimana? sudah 2x ramadhan kalian larang kami buat ketemu keluarga. apa kalian gak mikir? kami punya sanak saudara bukan kami aja tapi anda sekalian juga punya kan? apa rasanya jika berada diposisi kami? sampai kapan pun jika tetap kalian batasi bertemu keluarga ingat! diatas yg menciptakan manusia ada tuhan. semoga kalian diberi kelancaran rezeki oleh nya?? saya akan tetap menolak vaksin
0,Terimakasih buat Pahlawan Kemanusiaan dan aparat...Kalian telah Mempercepat Pemakaian Anggaran Covid 19 dengan baik dan Benar...Semoga Anggaran Di tambah lagi sehingga Anggaran Bisa ada lagi...Jangan biarkan Covid berlalu tanpa Isi.... Enyong kencot kwe wareg
0,Vaksinya laris manis
2,"Udahlah kalo pemerintah g bisa paksin semua rakyat lebih baik g usah,dari pada rakyat berharap hal g pasti..cuma menguntungkan mereka2 aja....kami rakyat dah capek dengan permainan ini.....samua bantuan g tepat sasaran,umkm 50 persen lebih mati bisnis ajor.yg untung siapa....manusia2 itu...."
2,Orang di vaksin tetap akan mati..yg tak di vaksin tetap akan mati..karena kematian akan tetap datang pada tiap yg bernyawa. 
2,Semoga yg buat bisnis virus corona ini dapat karma yg besar karna sudah meresahkan rakyat kecil
2,My body is my choice...sayaaa berhak atas badan saya sendiri...dan sudah saya pastikan akan menolak vaksinasi...
0,Barang kali yang tidak takut korona dan yang tidak mau di vaksin serta yang tidak mau ikut anjuran pemerintah digabungkan jadi.satu biar membuktikan kebenaran effek dari korona itu. Kita ini selalu pintar memutar balik kata dan kalimat seakan akan kita lebih tahu dari pemerintah.
2,Vaksinnya gak merata.. tdk jelas.. Kantor pelayanan Publik tapi sampai hari ini juga belum divaksin.. payahh
1,Bagaimana cara mendapatkan vaksinasi covid 19
2,Be arti vaksin nya bahaya
1,Saya sudah di vaksin. . Terima kasih saya ucapkan kepada bpk Presiden dan semua yg telah bekerja keras untuk menanggulangi pandemi ini.. Saya percaya pemerintah dan turut mendoakan. . Suatu saat nanti badai pasti berlalu dalam waktu nya Tuhan..
2,Ternyata corona yg di anggap menakutkan menyeramkan saking seramnya si penguasa sampai membentuk peraturan yg sangat ketat yg mengakibatkan roda perekonomian macet akhirnya rakyat kecil lah yg sangat merasakan penderitaannya pada kenyataannya si corona tidaklah seseram itu saya belajar dari org2 yg sudah pernah di vonis positif corona ternyata biasa saja. Yg meninggal hanyalah untuk data saja bamyak bukti yg meninggal jantungan vonis positif corona dan banyak kejanggalan sprti nya kisah ini hanya per mainan akal-akalan saja jadi saya sama sekali tidak takut si corona
2,covid dijadikan ladang bisnis!
0,Semangat untuk tim vaksinator
2,mari kita sama2 memutuskan mata rantai covid 19 dgn tidak mempercayai penyebaran virus .hbskan rasa takut hanya kpda ALLAH SWT
2,"Saya prcaya adanya covid-19.tpi rasa prcaya saya jdi hilang krena bnyak rmh skit memaksa kluarga pasien untk tnd tngan bhw si pasien kena covid 19,kalau tdk psien gk bleh msuk /d rwat d rmh skit.ad jg ksusnya si myat tdk bleh d bwa plang klau klwarga gk tnda tngan covid.pdhl si pasien skit jntung & ada yg kanker.itu nmanya pemaksaan.&membuat agenda covid jd brtmbh"
1,Yg tak mau divaksin tolong di skip aja banyak org yg pengen cpt2 divaksin soalnya.. klo yg mau divaksin udh selesai semua progamnya di stop yg tdnya g mau vaksin terus mau vaksin suruh mandiri yg mahal
2,Ternyata korona nama dari ladang Bisnis.
2,Apa sih itu corona??? Apa gejala dan tanda org kena corona???vaksin....?kok ky vaksin ayam ajahhh  
2,Katanya vaksin bertahan melindungi tubuh hanya bertahan 3 bulan benar Ka itu. Klu itu benar bisa2 habis anggaran negara hanya utk beli vaksin terus menerus.
1,Semua kalangan masyarakat akn Mendapatkan vaksin.?
1,Tetap semangat biar udah di vaksin tetap pakai masker cuci tangan jaga jarak. Kapan vaksin ini sampai ke lansia di pelosok tanah air. Kami aja belum.
2,G da gunany vaksin  tetep aj di larang  trs buat apa vaksin kok mau ngpain g bole
2,Sebenarnya sih kalau udah ada vaksin virus corona ini udah hilang tpi nyatanya ngga hilang ...aneh banget......malah semakin tmabah...ngaco ....
0,Penyakit pertama dr China Vaksin jg ada yg dr China Coba yg punya kolega d China Tolong tanya ke mereka apa mereka sudah d vaksin Apa mereka masih pake masker Apa mereka masih belajar via online
1,Terimakasih kpd pemerintahan pak Jokowi dan semua petugas tenaga medis.sehingga kami sdh bisa di vaksin demi kesehatan.Kiranya bangsa ini segera keluar dari masalah pandemi yg besar ini.Amin.Tuhan memberkati.
1,mau nanya..bagaimana yach klu kita blm di vaksi ke dua sedangkan batas waktux sudah melewati 28 hari?? mohon petunjukx
2,VAKSIN HARAM... HALAL karana ada duitnya
1,Kami sebagai warga negara Indonesia yg baik mendukung dan mendoakan pemerintah pusat dan daerah semuanya amin
1,kapan di vaksin utk warga tiap rt & rw..pak menkes?
2,Kapan anda cerdas. Gunakan akal pikiran anda. Emang ada virus corona?
2,Aku sudah di vaksin besok udah boleh mudik
2,Sudah di vaksin tapi tfk boleh mudik.. Sakit y tu disono... ????.
1,kami sebagai warga negara yg baik atau masyarakat yg baik mndoakan mndukung pemerintah pusat dan daerah semuanya selalu sehat baik dan kami sehat baik juga amiin dan mudah mudahan virus corona ini cepat berakhir
1,saya udah vaksin kmaren gak ada reaksi apa.. tahun ni ngga mudik ga pny duit jg
2,KLO saya bodo amat Karo Corona wong selama Corona uripku ora tau di cukupi Negoro luru pangan Yo golek dewe KLO ada acara vaksin vaksinen dewe awakmu Ra sah gawe drama terus tentang corona cina bisa tertawa lebar vaksin nya laku banya itulah proyek cina berhasil di indo
0,Pakai logika nya lur Tahun ini di vaksin.. Tahun depan di vasksin Lagi saya kasih masukan idi tolong buat vaksin nya jangan impor per banyak bikin sendri. Dari Indonesia.
2,Jika jaminan seluruh rakyat indonesia d vaksin covid tak lagi ada dan tidak lagi bermain2 d indonesia kenapa engga?  Tapi ini kenapa skarangpun sudah banyak yg vaksin tapi corona makin menjadi bahkan stiap gejala penyakit yg biasa kami rasakan jdi gejala si corona itu sendiri. Tipu2 tukang obat pinter nakut2in dan berlindung di bawah payung hukum  Ingat ingat ingat   kpintaran mu adalah neraka mu di akhirat kelak smoga allah melindungi orang tak kita semua amin
2,Muak dengan berita covid.... Berita tdak bermutu covid hnya jadi alasan untuk korupsi saja.
2,Vaksin iblis akal2 pemerintah ktx kesetan malah mematikan
0,Di sini ga ga program paksin. Belum ada 1 org pun di paksin d sini. Kenapa ya
2,Vaksin apa lah Dri bayi sdh di vaksin di vaksin terus jual obat terus  yg ada  yg susah tambah susah  yg berada tambah senang  Bersenanglah kau di atas penderitaan orang lain
1,Terima kasih pak Presiden ?? Saya sudah selesai di vaksin 2 kali semoga pandemi segera barlalu. Aamiin ya Rabbal'aalamiin
1,Kapan bagian kita Rakyat biasa???
2,Laku keras yg jualan vaksin hanya menguntungkan mereka. Pd hal tidak penting vaksin itu
2,Menteri kesehatan tugasnya menghancurkan orang yang sehat sehancur hancurnya.
2,Sjk adanya corona jd bikin resah dan gelisah masyarakat. Apakagi sjk di vaksin bkn mlh sht.tp tambah parah. Corona hny permainan bisnis.
2,Bisnis teruussss terus teruss bisnis bisnis terooossss. Dari rapid aja udah berfariasi harganya apa lagi ini. Rapid tes aja trrgantung harga kalo harga yg 100 rb an ada aja yg kena kalo yg jutaan aman aja. Masyarakat kok terusan di jadikan lahan bisnis hadehhh tobat oyy tobat sebentar lagi kiamat ??
2,Vaksinnya tetap tawakal dan serahkan pada yaang diatas insya allah ........udah jangan kibulin juga rakyat hidup udah sulit .....kemaren th baru corona hilang masak nak lebaran corona meningkat drastis sekarang serahkan sama allah
0,"Semoga Semuanya Selalu Sehat Sabar Rezeki Lancar Sukses Bahagia dan Pandemi,Musibah,Bencana Cepat Berachir Aamiin Yaa Alloh......."
2,Sudah dua tahun saya berkecimpung dilapangan bertemu dan bertatap muka dengan orang2 banyak Tapi alhamdulillah tidak ada corona2 yang sangat meresahkan rakyat. Semoga segera diberi hidayah bagi petinggi indonesia.
2,Corona itu ngk ada itu cma akallannya pemerintah yg sok peduli pada rakyt padhl tujuan utmnya itu mengurs hak rakyt perlu di ingat indonesia ini msi adil dn tentrm itu ps jamnya bung karno dng pak suhrto itu rakyt msi merasa yg namanya hidup rakyt msi dapat merasakn hak mereka beda bngt ama jamn sekrng setla indonesia mulai di pimpin oleh para pemimpin bermuka dua di depn rakyt klu bicara itu berkoar padhl niatnya mau membinasakn rakyt trnyta betul apa kata bung karno PERJUANGANKU LEBI MUDAH KRNA MENGUSIR PARA PENJAJAH TAPI PERJUANGAN KLIAN AKN LEBI SULIT KRNA MELAWN BANSA MU SENDRI dan itu yg sedng trjadi di indonesia sekrng
2,Nmanya aja org pemerintahan ksehatan mau ngeluarin vaksin biar nti vaksinya menghasilkan pundi2 duit klu GX dg cara begitu GX kan terjadi yg nmanya Vaksin.. klu penyakit btuk filek pnas sesak napas itu mah suda ada sejak jmanya nenek moyang.. hntikanlah kbhongan ini bikin indonesia menderita ekonomi     
2,"Percuma di vaksin nyatanya ga ada perubahan sama sekali,ini cuma permainan semata yg menyusahkan rakyat kecil.."
2,Lucunya negri ini
2,"Hari natal dan tahun baru corona pda tidur kali ya jdi adem ayemm,nah pas mau idul fitri corona pada bangun jdi gak boleh pada mudik,ini kn anehhh"
2,Lucucuuu kan negri dagelan ini
2,Koar koar vaksin rakyat udh pada patuh aturan pemerintah yang harus ini itu tapi kenapa BANDARA JAKARTA-WUHAN DIBUKA KEMBALI ?? sedangkan mau ke kampung aja ga dibolehin   
1,Mau di vaksin takut di kasih yg bekas ama KIMIA FARMA  COVID 19 ngga akan ada habisnya kecuali pemerintah yg zholim kena azab
2,"Petugas medis sekarang udah kaya tentara,jendral2 nya dari iDi .. apa kata mereka para dokter.. ga bisa ngga harus nurut.. walaupun mereka tau sebener nya pasien yng di rawat bukan karna corona tpi di suruh ngomong kena corona.. karna tarlalu bnyak pasien jdi kelelahan bahkan sampai meninggal.."
2,Betul teman aq jg g percaya adanya corona2 nan itu bisan dengernya hidup mati sudah kehndak takdir ALLAH.bagu para penakut covid19 berarti g percaya adanya sang maha pencipta (ALLAH).
0,Pemerintah y gk patuh tp rakyat y disuruh patuh .....hadech bapak ibu contohin yg bener dulu atuh
2,Jika d hitung secara logika target vaksinasi adalah 180 juta jiwa itu sama saja dengan menunggu waktu beberapa tahun lagi untuk meyelesaikan drama pandemi
0,rakyat kecil hanya bisa lihat brita soal vaksinani tapi soal pnaganan vaksinasi gk ada yang sampek di kampungkecil
2,Saya mw tnya sistem pembayaran klaim covid seperti apa ?? Saya sebagai warga negara ingin tahu pengalaman orang tua saya sudah komplikasi penyakit kambuh di swab katanya positif sempat dikarantina di RS tp saya gak tega lihat ibu saya sendirian dan saya lihat ruangan untuk ibu saya tidak layak saya berfikir klw lama-lama di karantina ibu saya bisa mati karena tersiksa mental akhirnya saya mengajukan untuk karantina mandiri walau ada larangan dari pihak RS tetapi ibu saya juga merasa sehat tidak sakit karena beliau emng sakit tahunan dan sering keluar masuk RS yang saya ingin tahu apakah setelah di swab positif padahal si pasien pulang dan sehat dana covid itu tetap cair? Padahal si pasien tidak covid bisa banyain dimasa ini orang orang pejabat bisa berlimpangan harta tp rakyat kecil jadi korban semoga pemerintah bisa bisa menjelaskan soalnya bnyak diwilayah saya di swab positif tp ternyata mereka sehat walafiat
0,"Sesulit ap pun keadaan saat in,seberat ap pun ujian saat in,ya Allah lindungi lh kami,jauh kan lah segala mcm penyakit dr kluarga kami,lancar kan lah rezeki kami,sesungguh nya engkau maha mengetahui"
2,Asalkan pemerintah tidak mengeluarkan dana untuk rumah sakit yg mnangani covit... Dan tidak diberitakan pasti cepet hilang...wong loro nggo golek dwt lho
2,Dulu sy sering d ajak orang tua klw ngebesuk/nengokin yg sakit orang tua bilang sakit apa /terasa ny gmn.dan sy pribadi wkt anak2 serking sakit2n.itu semua sy jadiin bekal untuk tidak takut corona
2,Percuma vaksin msh bnyak yg tertular
0,Bahkan yg udh 2 kli vaksin pun bsa tetep kna.
0,"tidak pernah habis trs ada saja positif...demam panas dngin batuk pilek..sesak nafas..lemes tambah ga da yang ksh sembako ngsh thr..ya mnusia biasa cm bsa psrah nmanya vrus ga bs d lwan,yang penting maskeran trus cuci sabun"
0,Ku titipkan negri ini demi anak cucu dan jadi negara yang maju gak berkembang ktrus kapan panennya
2,"Duit ujung2 duit Yo kari obo  wong cilik seng dadi Soro Margo alesane covid,"
2,Sy sudah tidak percaya lg sama covid.mudah2an yg menggembor2in cpt mati kena ajabnya sendiri
0,Kapan covid 19 mau sirna dari muka bumi ini gara2 virus keparat hidupku terasa makin siallll????
2,Indonesia berpikir ini adlh turnamen kali .siapa negara yg jumlah kematianya terbanyak dialah juara nya hehe
2,Hahaha kami pnduduk desa adem aja woy tidak keana korona sholat berjamaah berdempet berkerumun tapi tetap masih sehat karena pada dasarnya corona hanyalah tipu daya saja jngn takut korona tqkutalah pada alloh
1,KAMI RAKYAT JELATA KAPAN DI VAKSIN YA ???
0,Wis ora urus karo kopid.smua manusia pasti akan mati.ga usah ribut2 kopit lagi.mari kita tayakan lebaran idhul fitri
1,oia..kalo mau divaksin kita harus bayar ya??
1,"Semangat terus para dokter dan perawat Semoga sllu dlm lindungan Allah di mana pun berada Amiin ____Tertip pakai masker ___ stop salin menyalahkan,tetap semangat terus berdo'a semoga pendemi cepat berakhir Amiin "
0,STOP berpikiran negatif
2,Dusta ah ini bulan suci sayaaang jangan dusta hentikanlah sebntar saja pemerintah sudah menang banyak masa blm kenyang? Terimakasih pemerintah engkau sudah membuat kami org susah menjadi org yg kuat dan sabar menghadapi kenytaan dunia yg penuh tipu2 silahkan ditambah lg covid19 covad20 covod21 nanti 2022 adkan lagi larangan mudik silahkan sesuakamu berkat larngan ini itu membuat kami warga miskin yg disusahkan menjadi yg terbaik usha sendiri tnpa bantuan pemerintah
0,Bagamana corona teratasi sdangkan yg nerima bantuan corona pihak rumahsakit para dokter yg makan uangnya . Bkn pasien corona.
1,"Sebagian atau sekelompok orang menganggap virus korona tidak ada itu fix penyesatan publik,semua negara mengeluh kok tentang korona,masi ingat ga 2,3 bulan awal virus korona menyerang kita,kita semua panik bahkan sampai lookdown besar besaran."
0,Apa itu yg anda inginkan...???
0,"Pake masker,cuci tangan,jaga jarak gampang kok di lakukan justru sekarang klo aku mau keluar rumah masker yg aku cari dulu bukan helm lagi."
2,Kok tambah parah pak klo udah di vakcin covid nya yg jual obat kena hasilnya dari kemaren udah capek pak sma coronanya udh gk ngaruh lagi
0,Apakah setiap warga negara Indonesia itu punya Hak bertanya dan memeriksa perangkat2 test convid sebelum katanya Wajib di Test? Apakah juga punya Hak menolak sebagai konsumen yg seharusnya punya hak perlindungan. Saat saya di bandara apakah punya hak bertanya?
2,Jangan percaya lagi di korona hidup ini cumman sesaat saja ygkaya mati ygmiskin mat yg pejabat mati semua mati jadi ngapo na dibilang korona itubukan nyo korona lagi
0,Di paksain pun banyak yg meningal kalau udah ajal tak bisa di tunda besdoa sama Allah semongA berlalu cofit biar kita jumpa sama org tua kita ini di halagi terus kesal rasanya
1,Yg bilang covid-19 konspirasi.. Pembodohan dan pembohongan publik..
0,Coba tengok rumah sakit pemerintah (RSUD).. Skg penuh dg penyakit yg sama.. Panas.. dan Susah nafas...
1,Kan gk mgkn sama kl penyebabnya bukan krn yg sama...
2,Indonesia adalah Pemerintahan dajjal...
1,Warga sipil spt kami kapan pak????
0,tetapkan iman krn ni ke utamaan jd pondasi kekuatan agama an iman ke allaah smg ymp ke alam dr allaah laiaallaahaiaallaah muhamad darusol aallaah amiiin
2,Ada uang dalam jumlah besar di balik semua itu.
0,Covid hilang 2024 percaya deh
0,Muncul trus rak ngefek...
2,Di muncul ke mneh mergo no larangan mudi
2,"kita rakyat butuh uang dan kebebasan,bukan vaksin.penghasilan rakyat menurun karena mau kerja pake seribu macam syarat,belum lagi kerja sdh harus tes inilah itulah.... ....real ga data itu yg beredar itu?cuma mereka yg bikin yg tau...mudik ga boleh.kasian keluarga di rumah menanti ....SIAPA YG TDK BISA MUDIK ANGAKAT JEMPOLY...."
2,Drama para pembisnis
1,Belum ada SMS dari Kementerian Kesehatan untuk Saya di Vaksin Cofid
1,target berikutnya anak anak sekolah dan gurulah biar bisa sekolah lagii
0,Saya malu sama pencipta-Nya yang Maha Besar' Jika saya Takut sama Virus Corona yang maha KECIL.
0,2mei?2021.
2,udh gk jls.
1,Mna vaksin buat masarakat kecil pak preside
0,Corona lagi.....gurusi itu trs stres rakyat
2,Selamat pagi dunia tipu tipu    
1,Jateng kapan?
0,"Bodo amat,Corona gk akan ilang klo anggaran berita dan satgas nya di hilangkan...."
1,"Target 1 hari 1juta vaksinasi... Bacot doang,realisasi kayak ngga niat"
2,Revolusi besarÂ²an..
2,Jd Ladang bisnis.. corona makin lama makin d suka oleh tim medis
0,vaksin2 percuma selama anggaran dana kovid anjing berjalan KOLORNA pasti ada
1,Ttap semangat para medis.
1,Di luar sana masih byak yg mendukung mu ABAI kan saja yg bersuara sumbang  JADI kan itu penyemangat dlm tugas demi NKRI?
1,JGN perna menyerah selama hidup dlm kebenaran terkecuali Allah merubah nya. SMG pendemi ini cpt berllu AGAR semua warga negara dpt braktifitas lagi Aamiinn????
0,SLM sehat peduli semua because of ALLAH ??
0,Sehat INDONESIA KU??????????????????
0,Sehat all Country
1,Alhamdulillah sy sudah di vaksin oleh Grab
0,Wes umeken kunu sak karepmu
2,Covid-19 sebenarnya tidak ada  yg meng ada2 adalah tim sukses covid di rumah sakit.
2,Yg sudah memanipulasi pasien negatif jadi positif untuk mendapatkan anggaran dari pemerintah.
2,Dan yg memakai hasil tes rapid antigen bekas pakai.
2,Kementerian kesehatan RI... Coba anda simak semua komen di sini.. sebagian besar ngga ada yang percaya corona.. Corona hanya jembatan politik saja.. ujung2nya rakyat yg sengsara
2,Yang gak percaya sama adanya corona bagus kalu mau sini ke kota saya 2 minggu yg lalu keluargaku tante om dan dua anaknya meninggal beda 8 jam kerana corona trs 3 hari yg lalu nooh sebelah rhm mati juga kerana corona
2,Jadi bagi yg percaya silahkan dtg ke makasar biar kena jumpa corona trs RIP di bungkus kaya lemper
2,Tidak ada bukti rakyat meninggal karna covid corona cuma permainan pemerintah untuk mafia mafia vaksin karna penerintah dapat jatah nya
2,Jangan terlalu percaya dengan propaganda semacam ini berita corona adalah ladang bisnis mereka
1,Pemerintah sudah berusaha semaksimal mungkin memutus mata rantai virus bahkan sampai geram menangani pandemi ini...Tinggal kitanya sebagai masyarakat mari kita bantu pemerintah kita. Jangan saling menyalahkan! Dimulai dari diri kita sendiri jaga kesehatan??
2,Kovid itu untuk org biasa klo mau mudik hajatan solat ke masjid dll ... tp klo buat pemerintah ma yg punya duit ...kopitnya pd ngumpet ... kayak pas pilkada bagi sembako pak pres belanja di swalayan pabrik ma lain.. .. Heran jg aku .... itu kopit apa dedemit jadian ya....
0,"Mari kita sama sama doakan Corona hilang sebelum lebaran tiba,sesuai keyakinan masing masing.kalau memang Corona+covid 19 datang sebagai wabah corona yang diturunkan oleh Tuhan Semesta Alam.Dan seandainya corona+covid adalah perusuh yg sengaja dibuat buat oleh orang yang tidak bertanggung jawab yang tidak takut kepada Tuhan Yang Maha Esa,hingga sengaja dibuat bisnis untuk merugikan rakyat negara lndonesia,mudah mudahan akan diberi hidayahNya.semoga dari pemerintahan pun mendengar himbauan dari saya,mengingat wakil presidenya dari Kiai haji terhormat sebagai panutan umat terutama panutan umat Islam yang tanpa membedakan suku ras agama,Amiiin"
